plot_row,plot_column,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
85 && 86 && 87 && 88,9,PI_651493,196,188,172,1.04,,0.89,,,,0.51354,,0.082852,,0.7072,17.0478,,29.9778,340615.1775 && 340614.481 && 340613.744 && 340613.047,3832700.295 && 3832700.525 && 3832700.88 && 3832701.11,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p1925 && SF-BE-r2-p1926 && SF-BE-r2-p1927 && SF-BE-r2-p1928,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1925 && BMS.SF-BE-r2-p1927 && PAN.SF-BE-r2-p1927 && LEF.SF-BE-r2-p1927,ANTHESIS && MATURITY
85 && 86 && 87 && 88,10,PI_535795,165,169,174,0.56,0.45,0.42,25,22,24,0.15649,,0.081251,,0.31333,11.9555,,17.8238,340616.707 && 340616.011 && 340615.327 && 340614.6305,3832704.645 && 3832704.875 && 3832705.335 && 3832705.57,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p1977 && SF-BE-r2-p1978 && SF-BE-r2-p1979 && SF-BE-r2-p1980,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1977 && BMS.SF-BE-r2-p1979 && PAN.SF-BE-r2-p1979 && LEF.SF-BE-r2-p1979,ANTHESIS && MATURITY
85 && 86 && 87 && 88,11,PI_251672,231,233,250,1.17,1.11,1.01,21,23,24,0.42679,,0.094145,,0.48859,7.9538,,27.6217,340618.287 && 340617.5915 && 340616.9125 && 340616.2175,3832709.14 && 3832709.375 && 3832709.795 && 3832710.03,PHOTOPERIOD_INSENSITIVE,Sweet,Former Serbia and Montenegro,,SF-BE-r2-p2029 && SF-BE-r2-p2030 && SF-BE-r2-p2031 && SF-BE-r2-p2032,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2029 && BMS.SF-BE-r2-p2031 && PAN.SF-BE-r2-p2031 && LEF.SF-BE-r2-p2031,ANTHESIS && MATURITY
85 && 86 && 87 && 88,12,PI_641860,174,167,157,0.46,0.42,0.38,15,19,19,0.21675,,0.084772,,0.39235,9.5764,,22.2137,340619.803 && 340619.107 && 340618.4545 && 340617.7585,3832713.455 && 3832713.69 && 3832714.14 && 3832714.37,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2081 && SF-BE-r2-p2082 && SF-BE-r2-p2083 && SF-BE-r2-p2084,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2081 && BMS.SF-BE-r2-p2083 && PAN.SF-BE-r2-p2083 && LEF.SF-BE-r2-p2083,ANTHESIS && MATURITY
85 && 86 && 87 && 88,13,PI_655981,232,257,224,0.31,0.26,0.21,24,20,28,0.062677,,0.081568,,0.51546,17.366,,25.4584,340621.3215 && 340620.626 && 340619.98 && 340619.2845,3832717.775 && 3832718.01 && 3832718.435 && 3832718.67,PHOTOPERIOD_INSENSITIVE,Cellulosic,Mali,,SF-BE-r2-p2133 && SF-BE-r2-p2134 && SF-BE-r2-p2135 && SF-BE-r2-p2136,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2133 && BMS.SF-BE-r2-p2135 && PAN.SF-BE-r2-p2135 && LEF.SF-BE-r2-p2135,ANTHESIS && MATURITY
85 && 86 && 87 && 88,14,PI_651496,260,259,258,1.03,1.01,0.85,20,23,22,0.032218,,0.10313,,0.56124,21.3148,,50.172,340622.844 && 340622.15 && 340621.4815 && 340620.7875,3832722.11 && 3832722.35 && 3832722.66 && 3832722.9,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2185 && SF-BE-r2-p2186 && SF-BE-r2-p2187 && SF-BE-r2-p2188,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2185 && BMS.SF-BE-r2-p2187 && PAN.SF-BE-r2-p2187 && LEF.SF-BE-r2-p2187,ANTHESIS && MATURITY
85 && 86 && 87 && 88,15,PI_651495,261,266,271,0.94,0.93,0.86,18,17,16,0.077187,,0.080736,,0.70236,22.6906,,38.2533,340624.3575 && 340623.663 && 340623.0155 && 340622.321,3832726.42 && 3832726.66 && 3832726.98 && 3832727.215,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2237 && SF-BE-r2-p2238 && SF-BE-r2-p2239 && SF-BE-r2-p2240,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2237 && BMS.SF-BE-r2-p2239 && PAN.SF-BE-r2-p2239 && LEF.SF-BE-r2-p2239,ANTHESIS && MATURITY
85 && 86 && 87 && 88,16,PI_651497,294,310,274,1.40,1.37,1.28,16,19,16,0.65514,,,,0.61254,11.7892,,39.2383,340625.813 && 340625.117 && 340624.492 && 340623.796,3832730.56 && 3832730.795 && 3832731.135 && 3832731.37,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2289 && SF-BE-r2-p2290 && SF-BE-r2-p2291 && SF-BE-r2-p2292,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2289 && BMS.SF-BE-r2-p2291 && PAN.SF-BE-r2-p2291 && LEF.SF-BE-r2-p2291,ANTHESIS && MATURITY
85 && 86 && 87 && 88,17,PI_226096,,,,,,,,,,0.243,,,,0.69112,11.9543,,28.2645,340627.3005 && 340626.604 && 340625.979 && 340625.282,3832734.795 && 3832735.025 && 3832735.32 && 3832735.555,PHOTOPERIOD_INSENSITIVE,Cellulosic,Kenya,Bicolor,SF-BE-r2-p2341 && SF-BE-r2-p2342 && SF-BE-r2-p2343 && SF-BE-r2-p2344,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2341 && BMS.SF-BE-r2-p2343 && PAN.SF-BE-r2-p2343 && LEF.SF-BE-r2-p2343,ANTHESIS && MATURITY
85 && 86 && 87 && 88,18,PI_170787,176,179,180,0.67,0.59,0.54,20,24,18,0.082673,,,,0.61537,13.3704,,10.5225,340628.81 && 340628.1135 && 340627.519 && 340626.8225,3832739.085 && 3832739.32 && 3832739.655 && 3832739.89,PHOTOPERIOD_INSENSITIVE,Sweet,Turkey,Caudatum-bicolor,SF-BE-r2-p2393 && SF-BE-r2-p2394 && SF-BE-r2-p2395 && SF-BE-r2-p2396,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2393 && BMS.SF-BE-r2-p2395 && PAN.SF-BE-r2-p2395 && LEF.SF-BE-r2-p2395,ANTHESIS && MATURITY
85 && 86 && 87 && 88,19,PI_196583,240,255,219,1.73,1.68,1.54,18,21,17,0.17552,,,,0.48221,10.3679,,19.5871,340630.332 && 340629.6355 && 340629.061 && 340628.3645,3832743.42 && 3832743.655 && 3832743.995 && 3832744.23,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2445 && SF-BE-r2-p2446 && SF-BE-r2-p2447 && SF-BE-r2-p2448,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2445 && BMS.SF-BE-r2-p2447 && PAN.SF-BE-r2-p2447 && LEF.SF-BE-r2-p2447,ANTHESIS && MATURITY
85 && 86 && 87 && 88,20,PI_152651,,,,,,,,,,0.094475,,0.074359,,0.39959,4.3711,,17.4423,340631.8715 && 340631.1745 && 340630.6005 && 340629.9035,3832747.8 && 3832748.035 && 3832748.33 && 3832748.565,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r2-p2497 && SF-BE-r2-p2498 && SF-BE-r2-p2499 && SF-BE-r2-p2500,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2497 && BMS.SF-BE-r2-p2499 && PAN.SF-BE-r2-p2499 && LEF.SF-BE-r2-p2499,ANTHESIS && MATURITY
85 && 86 && 87 && 88,21,ATLAS,184,192,178,1.03,0.99,0.92,16,17,18,0.387,,0.075471,,0.60378,7.6172,,25.2553,340633.37 && 340632.672 && 340632.1135 && 340631.4155,3832752.065 && 3832752.295 && 3832752.59 && 3832752.825,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2549 && SF-BE-r2-p2550 && SF-BE-r2-p2551 && SF-BE-r2-p2552,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2549 && BMS.SF-BE-r2-p2551 && PAN.SF-BE-r2-p2551 && LEF.SF-BE-r2-p2551,ANTHESIS && MATURITY
85 && 86 && 87 && 88,22,PI_152694,185,179,201,1.30,,1.12,,,,0.42339,,0.088233,,0.51622,12.2107,,38.7465,340634.867 && 340634.169 && 340633.6635 && 340632.965,3832756.325 && 3832756.555 && 3832756.95 && 3832757.18,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r2-p2601 && SF-BE-r2-p2602 && SF-BE-r2-p2603 && SF-BE-r2-p2604,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2601 && BMS.SF-BE-r2-p2603 && PAN.SF-BE-r2-p2603 && LEF.SF-BE-r2-p2603,ANTHESIS && MATURITY
85 && 86 && 87 && 88,23,PI_152971,153,158,167,0.71,,0.61,,,,0.25011,,0.10245,,0.34858,7.3263,,33.4143,340636.4295 && 340635.732 && 340635.2465 && 340634.549,3832760.77 && 3832761.005 && 3832761.405 && 3832761.64,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r2-p2653 && SF-BE-r2-p2654 && SF-BE-r2-p2655 && SF-BE-r2-p2656,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2653 && BMS.SF-BE-r2-p2655 && PAN.SF-BE-r2-p2655 && LEF.SF-BE-r2-p2655,ANTHESIS && MATURITY
85 && 86 && 87 && 88,24,PI_146890,195,202,220,0.65,,0.61,,,,0.65758,,0.087389,,0.45524,6.7603,,40.3714,340637.939 && 340637.241 && 340636.745 && 340636.0465,3832765.065 && 3832765.295 && 3832765.625 && 3832765.86,PHOTOPERIOD_INSENSITIVE,Sweet,Zaire,,SF-BE-r2-p2705 && SF-BE-r2-p2706 && SF-BE-r2-p2707 && SF-BE-r2-p2708,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2705 && BMS.SF-BE-r2-p2707 && PAN.SF-BE-r2-p2707 && LEF.SF-BE-r2-p2707,ANTHESIS && MATURITY
85 && 86 && 87 && 88,25,PI_569244,,,,,,,,,,0.03663,,0.077629,,0.56311,11.3365,,19.8704,340639.4485 && 340638.75 && 340638.297 && 340637.5985,3832769.36 && 3832769.595 && 3832769.995 && 3832770.23,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,Durra-caudatum,SF-BE-r2-p2757 && SF-BE-r2-p2758 && SF-BE-r2-p2759 && SF-BE-r2-p2760,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2757 && BMS.SF-BE-r2-p2759 && PAN.SF-BE-r2-p2759 && LEF.SF-BE-r2-p2759,ANTHESIS && MATURITY
85 && 86 && 87 && 88,26,PI_155760,177,180,184,0.32,0.30,0.28,20,23,21,0.0062237,,0.081228,0.080108,0.44791,6.6834,,25.0966,340641.0 && 340640.302 && 340639.8605 && 340639.163,3832773.775 && 3832774.01 && 3832774.395 && 3832774.63,PHOTOPERIOD_INSENSITIVE,Cellulosic,Malawi,Guinea-caudatum,SF-BE-r2-p2809 && SF-BE-r2-p2810 && SF-BE-r2-p2811 && SF-BE-r2-p2812,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2809 && BMS.SF-BE-r2-p2811 && PAN.SF-BE-r2-p2811 && LEF.SF-BE-r2-p2811,ANTHESIS && MATURITY
85 && 86 && 87 && 88,27,PI_197542,,,,,,,,,,0.17734,,0.076594,,0.7171,10.825,,7.7241,340642.517 && 340641.819 && 340641.38 && 340640.682,3832778.09 && 3832778.325 && 3832778.67 && 3832778.905,PHOTOPERIOD_INSENSITIVE,Cellulosic,Algeria,Bicolor,SF-BE-r2-p2861 && SF-BE-r2-p2862 && SF-BE-r2-p2863 && SF-BE-r2-p2864,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2861 && BMS.SF-BE-r2-p2863 && PAN.SF-BE-r2-p2863 && LEF.SF-BE-r2-p2863,ANTHESIS && MATURITY
85 && 86 && 87 && 88,28,PI_586541,213,221,217,0.95,0.92,0.84,14,10,11,,,,,0.35966,9.0763,,36.1174,340644.022 && 340643.3245 && 340642.928 && 340642.23,3832782.375 && 3832782.61 && 3832783.03 && 3832783.265,PHOTOPERIOD_INSENSITIVE,Sweet,Australia,Caudatum-bicolor,SF-BE-r2-p2913 && SF-BE-r2-p2914 && SF-BE-r2-p2915 && SF-BE-r2-p2916,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2913 && BMS.SF-BE-r2-p2915 && PAN.SF-BE-r2-p2915 && LEF.SF-BE-r2-p2915,ANTHESIS && MATURITY
89 && 90 && 91 && 92,4,PI_145632,107,117,117,0.56,,0.45,,,,0.91958,,0.082608,0.080187,0.44367,10.0077,,36.7086,340605.0325 && 340604.3375 && 340603.464 && 340602.7695,3832679.815 && 3832680.05 && 3832680.225 && 3832680.455,PHOTOPERIOD_INSENSITIVE,Sweet,South Africa,,SF-BE-r2-p1669 && SF-BE-r2-p1670 && SF-BE-r2-p1671 && SF-BE-r2-p1672,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1669 && BMS.SF-BE-r2-p1671 && PAN.SF-BE-r2-p1671 && LEF.SF-BE-r2-p1671,ANTHESIS && MATURITY
89 && 90 && 91 && 92,5,PI_217691,162,154,158,0.76,0.74,0.62,21,10,18,0.66801,0.050569,0.095387,,0.45826,23.7288,,46.4653,340606.587 && 340605.8925 && 340605.021 && 340604.327,3832684.27 && 3832684.505 && 3832684.66 && 3832684.895,PHOTOPERIOD_INSENSITIVE,Cellulosic,Sudan,,SF-BE-r2-p1721 && SF-BE-r2-p1722 && SF-BE-r2-p1723 && SF-BE-r2-p1724,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1721 && BMS.SF-BE-r2-p1723 && PAN.SF-BE-r2-p1723 && LEF.SF-BE-r2-p1723,ANTHESIS && MATURITY
89 && 90 && 91 && 92,6,PI_145626,187,210,200,1.24,1.18,1.05,18,19,18,0.68917,0.071396,0.083789,,0.38918,19.5432,,39.7065,340608.0615 && 340607.3665 && 340606.503 && 340605.8085,3832688.495 && 3832688.73 && 3832688.875 && 3832689.11,PHOTOPERIOD_INSENSITIVE,Sweet,South Africa,Kafir-bicolor,SF-BE-r2-p1773 && SF-BE-r2-p1774 && SF-BE-r2-p1775 && SF-BE-r2-p1776,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1773 && BMS.SF-BE-r2-p1775 && PAN.SF-BE-r2-p1775 && LEF.SF-BE-r2-p1775,ANTHESIS && MATURITY
89 && 90 && 91 && 92,7,PI_157804,134,136,150,0.16,0.12,0.11,15,18,17,0.45437,0.057326,0.083675,,0.17909,1.0993,,9.6868,340609.5655 && 340608.87 && 340608.0145 && 340607.3195,3832692.805 && 3832693.04 && 3832693.185 && 3832693.415,PHOTOPERIOD_INSENSITIVE,Cellulosic,Sudan,,SF-BE-r2-p1825 && SF-BE-r2-p1826 && SF-BE-r2-p1827 && SF-BE-r2-p1828,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1825 && BMS.SF-BE-r2-p1827 && PAN.SF-BE-r2-p1827 && LEF.SF-BE-r2-p1827,ANTHESIS && MATURITY
89 && 90 && 91 && 92,8,PI_22913,,,,,,,,,,0.75023,0.037758,0.087352,,0.14042,3.2558,,11.5408,340611.059 && 340610.363 && 340609.545 && 340608.8495,3832697.085 && 3832697.315 && 3832697.54 && 3832697.775,PHOTOPERIOD_INSENSITIVE,Sweet,China,Bicolor,SF-BE-r2-p1877 && SF-BE-r2-p1878 && SF-BE-r2-p1879 && SF-BE-r2-p1880,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1877 && BMS.SF-BE-r2-p1879 && PAN.SF-BE-r2-p1879 && LEF.SF-BE-r2-p1879,ANTHESIS && MATURITY
89 && 90 && 91 && 92,9,PI_35038,154,165,156,0.79,0.74,0.67,20,17,18,0.063063,0.045025,0.095301,,0.38433,14.5835,,43.9733,340612.472 && 340611.7755 && 340610.9975 && 340610.3005,3832701.135 && 3832701.365 && 3832701.675 && 3832701.905,PHOTOPERIOD_INSENSITIVE,Cellulosic,United States,,SF-BE-r2-p1929 && SF-BE-r2-p1930 && SF-BE-r2-p1931 && SF-BE-r2-p1932,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1929 && BMS.SF-BE-r2-p1931 && PAN.SF-BE-r2-p1931 && LEF.SF-BE-r2-p1931,ANTHESIS && MATURITY
89 && 90 && 91 && 92,10,PI_156890,197,176,218,1.03,1.01,0.87,16,13,14,0.12057,0.092125,0.083049,,0.39707,19.7374,,44.9367,340614.0185 && 340613.322 && 340612.529 && 340611.8325,3832705.565 && 3832705.795 && 3832706.035 && 3832706.265,PHOTOPERIOD_INSENSITIVE,Sweet,Zaire,,SF-BE-r2-p1981 && SF-BE-r2-p1982 && SF-BE-r2-p1983 && SF-BE-r2-p1984,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1981 && BMS.SF-BE-r2-p1983 && PAN.SF-BE-r2-p1983 && LEF.SF-BE-r2-p1983,ANTHESIS && MATURITY
89 && 90 && 91 && 92,11,PI_255744,205,225,245,1.52,1.45,1.23,20,19,21,0.1805,0.082505,0.085473,,0.50129,32.0779,,48.7802,340615.625 && 340614.9295 && 340614.1155 && 340613.4205,3832710.165 && 3832710.405 && 3832710.555 && 3832710.79,PHOTOPERIOD_INSENSITIVE,Cellulosic,Turkey,,SF-BE-r2-p2033 && SF-BE-r2-p2034 && SF-BE-r2-p2035 && SF-BE-r2-p2036,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2033 && BMS.SF-BE-r2-p2035 && PAN.SF-BE-r2-p2035 && LEF.SF-BE-r2-p2035,ANTHESIS && MATURITY
89 && 90 && 91 && 92,12,PI_330199,284,272,263,0.54,0.52,0.46,44,27,27,0.49879,0.079937,0.077844,,0.28221,14.4823,,39.7951,340617.1405 && 340616.445 && 340615.628 && 340614.932,3832714.51 && 3832714.745 && 3832714.86 && 3832715.095,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,SF-BE-r2-p2085 && SF-BE-r2-p2086 && SF-BE-r2-p2087 && SF-BE-r2-p2088,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2085 && BMS.SF-BE-r2-p2087 && PAN.SF-BE-r2-p2087 && LEF.SF-BE-r2-p2087,ANTHESIS && MATURITY
89 && 90 && 91 && 92,13,PI_641835,201,222,222,0.93,0.83,0.80,26,22,23,0.35487,0.065378,0.084577,,0.24829,8.5839,,37.914,340618.643 && 340617.9475 && 340617.1485 && 340616.453,3832718.82 && 3832719.055 && 3832719.19 && 3832719.425,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2137 && SF-BE-r2-p2138 && SF-BE-r2-p2139 && SF-BE-r2-p2140,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2137 && BMS.SF-BE-r2-p2139 && PAN.SF-BE-r2-p2139 && LEF.SF-BE-r2-p2139,ANTHESIS && MATURITY
89 && 90 && 91 && 92,14,PI_641817,,,,,,,,,,0.15105,0.081952,0.075905,0.16806,0.57163,26.9882,,30.0072,340620.16 && 340619.466 && 340618.68 && 340617.986,3832723.165 && 3832723.405 && 3832723.55 && 3832723.79,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2189 && SF-BE-r2-p2190 && SF-BE-r2-p2191 && SF-BE-r2-p2192,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2189 && BMS.SF-BE-r2-p2191 && PAN.SF-BE-r2-p2191 && LEF.SF-BE-r2-p2191,ANTHESIS && MATURITY
89 && 90 && 91 && 92,15,PI_641830,,,,,,,,,,0.025761,0.079903,0.067057,,0.66504,33.6563,,26.9722,340621.647 && 340620.9525 && 340620.1905 && 340619.496,3832727.425 && 3832727.665 && 3832727.85 && 3832728.09,PHOTOPERIOD_INSENSITIVE,Cellulosic,,,SF-BE-r2-p2241 && SF-BE-r2-p2242 && SF-BE-r2-p2243 && SF-BE-r2-p2244,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2241 && BMS.SF-BE-r2-p2243 && PAN.SF-BE-r2-p2243 && LEF.SF-BE-r2-p2243,ANTHESIS && MATURITY
89 && 90 && 91 && 92,16,PI_144134,190,192,202,0.67,0.60,0.53,23,21,19,0.48317,0.062013,0.062557,,0.68333,32.6319,,32.7669,340623.0955 && 340622.3995 && 340621.637 && 340620.941,3832731.575 && 3832731.81 && 3832731.97 && 3832732.205,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2293 && SF-BE-r2-p2294 && SF-BE-r2-p2295 && SF-BE-r2-p2296,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2293 && BMS.SF-BE-r2-p2295 && PAN.SF-BE-r2-p2295 && LEF.SF-BE-r2-p2295,ANTHESIS && MATURITY
89 && 90 && 91 && 92,17,CHECK,218,221,219,0.59,0.47,0.44,37,39,36,0.66592,0.072943,0.065835,,0.57602,22.5802,,25.8208,340624.6055 && 340623.909 && 340623.1205 && 340622.424,3832735.905 && 3832736.14 && 3832736.195 && 3832736.43,,,,,SF-BE-r2-p2345 && SF-BE-r2-p2346 && SF-BE-r2-p2347 && SF-BE-r2-p2348,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2345 && BMS.SF-BE-r2-p2347 && PAN.SF-BE-r2-p2347 && LEF.SF-BE-r2-p2347,ANTHESIS && MATURITY
89 && 90 && 91 && 92,18,PI_505735,113,102,111,0.80,,0.63,,,,0.48364,0.062499,0.084578,,0.30439,9.4514,,48.2921,340626.1265 && 340625.4295 && 340624.63 && 340623.9335,3832740.265 && 3832740.5 && 3832740.495 && 3832740.725,PHOTOPERIOD_INSENSITIVE,Sweet,Zambia,Caudatum,SF-BE-r2-p2397 && SF-BE-r2-p2398 && SF-BE-r2-p2399 && SF-BE-r2-p2400,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2397 && BMS.SF-BE-r2-p2399 && PAN.SF-BE-r2-p2399 && LEF.SF-BE-r2-p2399,ANTHESIS && MATURITY
89 && 90 && 91 && 92,19,PI_651491,252,246,247,1.50,1.47,1.36,18,18,17,0.39369,0.075497,0.073004,,0.57223,22.6167,,53.1028,340627.638 && 340626.9415 && 340626.153 && 340625.457,3832744.595 && 3832744.83 && 3832745.065,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2449 && SF-BE-r2-p2450 && SF-BE-r2-p2451 && SF-BE-r2-p2452,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2449 && BMS.SF-BE-r2-p2451 && PAN.SF-BE-r2-p2451 && LEF.SF-BE-r2-p2451,ANTHESIS && MATURITY
89 && 90 && 91 && 92,20,PI_152862,236,238,216,0.81,,0.66,,,,0.095314,0.076443,0.075234,,0.40834,16.7529,,37.6369,340629.162 && 340628.4655 && 340627.6905 && 340626.9935,3832748.965 && 3832749.2 && 3832749.205 && 3832749.44,PHOTOPERIOD_INSENSITIVE,Sweet,Sudan,,SF-BE-r2-p2501 && SF-BE-r2-p2502 && SF-BE-r2-p2503 && SF-BE-r2-p2504,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2501 && BMS.SF-BE-r2-p2503 && PAN.SF-BE-r2-p2503 && LEF.SF-BE-r2-p2503,ANTHESIS && MATURITY
