row,range,plant_id,SF16h_HGT1_120,SF16h_HGT2_120,SF16h_HGT3_120,SF16h_TWT_120,SF16h_WTP_120,SF16h_WTL_120,SF16h_PAN1_120,SF16h_PAN2_120,SF16h_PAN3_120,ADF,AD_ICP,Adj_CP,aNDFom,Ash,Crude_protein,DCAD,Dry_Matter,EE_Fat,Lignin,NEG_OARDC,NEL3x_ADF,NEL3x_OARDC,NEM_OARDC,NFC,SPCP,Starch,TDN_OARDC,WSC_Sugar,Cellulose,Hemicellulose,2016_07_13-14_Leaf_Necrosis,2016_07_13-14_vegetation_index,2016_08_05-08_vegetation_index,2016_07_13_BAP_Leaf_Area,2016_07_13_laser_plant_height,2016_07_light_interception,2016_08_light_interception,2016_09_light_interception,SF16h_HGT_120_MEAN,SF16h_HGT_120_STD,SF16h_PAN_120_MEAN,SF16h_PAN_120_STD,gps_eastings_UTMzone17N,gps_northings_UTMzone17N,accession_photoperiod,accession_type,accession_origin,accession_race,plot_id,Notes,x_of_y,plot_plan_tag,plot_plan_con,plot_plan_barcode,plot_plan_end
69 && 70 && 71 && 72,8,PI_329319,88,95,88,1.21,,1.06,,,,42.54,0.77,13.33,66.17,1.9,10.18,-4.66,92.27,1.03,4.78,33.29,71.5,60.23,58.31,16.92,66.28,1.39,67.58,13.73,37.76,26.5,0.30417,0.070775,0.076086,0.20193,0.21295,,52.3406,41.0047,90.3333333333,3.29983164554,,,340624.854 && 340624.158 && 340623.342 && 340622.646,3832692.43 && 3832692.665 && 3832692.935 && 3832693.165,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p1857 && SF-BE-r2-p1858 && SF-BE-r2-p1859 && SF-BE-r2-p1860,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1857 && BMS.SF-BE-r2-p1859 && PAN.SF-BE-r2-p1859 && LEF.SF-BE-r2-p1859,ANTHESIS && MATURITY
69 && 70 && 71 && 72,9,PI_585467,95,107,97,0.66,,0.58,,,,38.54,0.66,13.25,63.92,1.97,11.56,17.25,91.15,1.01,3.83,36.42,75.82,62.6,60.33,20.02,83.79,0.78,70.17,14.13,34.71,27.4,0.11008,0.032877,0.081325,0.30156,0.41191,,22.0299,29.8188,99.6666666667,5.24933858267,,,340626.326 && 340625.6295 && 340624.811 && 340624.114,3832696.615 && 3832696.845 && 3832697.13 && 3832697.36,PHOTOPERIOD_SENSITIVE,Cellulosic,Ghana,Guinea,SF-BE-r2-p1909 && SF-BE-r2-p1910 && SF-BE-r2-p1911 && SF-BE-r2-p1912,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1909 && BMS.SF-BE-r2-p1911 && PAN.SF-BE-r2-p1911 && LEF.SF-BE-r2-p1911,ANTHESIS && MATURITY
69 && 70 && 71 && 72,10,PI_570110,110,94,107,0.83,,0.67,,,,36.05,0.65,14.38,60.82,2.26,12.07,17.76,90.93,1.08,2.88,39.59,73.94,64.49,64.84,23.39,114.09,0.46,71.55,16.26,33.17,26.87,0.087793,0.028614,0.082028,0.38962,0.23811,,20.2375,22.5386,103.666666667,6.94422221867,,,340627.849 && 340627.1525 && 340626.3335 && 340625.6375,3832700.935 && 3832701.17 && 3832701.48 && 3832701.71,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p1961 && SF-BE-r2-p1962 && SF-BE-r2-p1963 && SF-BE-r2-p1964,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1961 && BMS.SF-BE-r2-p1963 && PAN.SF-BE-r2-p1963 && LEF.SF-BE-r2-p1963,ANTHESIS && MATURITY
69 && 70 && 71 && 72,11,PI_569416,93,107,108,0.93,,0.77,,,,38.12,0.68,12.03,58.36,3.26,10.29,12.17,92.39,0.98,4.91,32.9,71.92,60.04,58.38,26.06,83.62,1,64.33,17.09,33.21,25.4,0.13649,0.062011,0.078814,0.26277,0.39249,,26.2342,20.0332,102.666666667,6.84754619472,,,340629.4105 && 340628.7155 && 340627.827 && 340627.1315,3832705.375 && 3832705.61 && 3832705.74 && 3832705.975,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r2-p2013 && SF-BE-r2-p2014 && SF-BE-r2-p2015 && SF-BE-r2-p2016,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2013 && BMS.SF-BE-r2-p2015 && PAN.SF-BE-r2-p2015 && LEF.SF-BE-r2-p2015,ANTHESIS && MATURITY
69 && 70 && 71 && 72,12,PI_619807,77,63,64,0.60,,0.46,,,,33.66,0.59,10.53,58.93,2.89,8.82,25.48,90.98,0.94,5.85,33.16,75.5,60.32,56.76,27.07,58.3,0.57,69.37,16.76,27.81,26.73,0.060877,0.034602,0.077089,0.25389,0.30832,,52.3967,26.411,68.0,6.37704215657,,,340630.936 && 340630.24 && 340629.3305 && 340628.6345,3832709.71 && 3832709.945 && 3832710.03 && 3832710.265,PHOTOPERIOD_SENSITIVE,Sweet,Uganda,,SF-BE-r2-p2065 && SF-BE-r2-p2066 && SF-BE-r2-p2067 && SF-BE-r2-p2068,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2065 && BMS.SF-BE-r2-p2067 && PAN.SF-BE-r2-p2067 && LEF.SF-BE-r2-p2067,ANTHESIS && MATURITY
69 && 70 && 71 && 72,13,PI_643008,117,113,105,0.38,,0.30,,,,30.36,0.51,9.42,55.06,3.19,7.67,28.71,91.65,0.86,5.42,34.3,67.96,62.45,60.38,32.58,64.3,0.95,64.28,20.95,24.94,26.11,0.26244,0.035465,0.064212,0.21124,0.44176,,22.7633,21.8566,111.666666667,4.9888765157,,,340632.45 && 340631.7545 && 340630.915 && 340630.2195,3832714.01 && 3832714.245 && 3832714.555 && 3832714.79,PHOTOPERIOD_INSENSITIVE,Sweet,,,SF-BE-r2-p2117 && SF-BE-r2-p2118 && SF-BE-r2-p2119 && SF-BE-r2-p2120,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2117 && BMS.SF-BE-r2-p2119 && PAN.SF-BE-r2-p2119 && LEF.SF-BE-r2-p2119,ANTHESIS && MATURITY
69 && 70 && 71 && 72,14,PI_569425,63,62,52,0.59,,0.44,,,,35.8,0.6,18.94,57.96,0.04,16.33,24.02,90.73,1.08,0.7,45.57,72.6,68.48,72,26.25,152.16,0.48,73.04,15.96,35.1,23.93,0.66582,0.031311,0.07558,0.25643,0.25016,,27.943,45.0567,59.0,4.96655480858,,,340633.948 && 340633.254 && 340632.536 && 340631.842,3832718.27 && 3832718.51 && 3832719.185 && 3832719.425,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r2-p2169 && SF-BE-r2-p2170 && SF-BE-r2-p2171 && SF-BE-r2-p2172,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2169 && BMS.SF-BE-r2-p2171 && PAN.SF-BE-r2-p2171 && LEF.SF-BE-r2-p2171,ANTHESIS && MATURITY
69 && 70 && 71 && 72,15,PI_585406,85,91,84,0.52,,0.43,,,,37.39,0.64,13.82,62.28,1.81,11.73,11.78,91.69,1.01,4.5,35.88,73.21,62.11,61.01,21.35,108.64,0.97,69.98,14.68,32.89,26.88,0.2766,0.029153,0.078202,0.16523,0.36857,,46.4867,41.8749,86.6666666667,3.09120616517,,,340635.4695 && 340634.775 && 340634.054 && 340633.3595,3832722.59 && 3832722.83 && 3832723.52 && 3832723.76,PHOTOPERIOD_INSENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r2-p2221 && SF-BE-r2-p2222 && SF-BE-r2-p2223 && SF-BE-r2-p2224,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2221 && BMS.SF-BE-r2-p2223 && PAN.SF-BE-r2-p2223 && LEF.SF-BE-r2-p2223,ANTHESIS && MATURITY
69 && 70 && 71 && 72,16,PI_452692,124,153,151,1.47,,1.28,,,,37.99,0.63,10.71,65.14,3.16,8.38,24,91.69,1.04,5.64,30.99,77.44,58.4,54.08,21.93,67.33,0.22,67.58,10.55,32.35,29.24,0.41805,0.041292,0.054772,0.12529,0.43218,,28.7598,17.8854,142.666666667,13.2245562833,,,340636.948 && 340636.252 && 340635.4425 && 340634.7465,3832726.79 && 3832727.025 && 3832727.48 && 3832727.72,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,Durra,SF-BE-r2-p2273 && SF-BE-r2-p2274 && SF-BE-r2-p2275 && SF-BE-r2-p2276,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2273 && BMS.SF-BE-r2-p2275 && PAN.SF-BE-r2-p2275 && LEF.SF-BE-r2-p2275,ANTHESIS && MATURITY
69 && 70 && 71 && 72,17,PI_156217,135,126,138,1.26,,1.03,,,,36.71,0.65,11.51,62.12,1.5,8.63,12.65,91.15,1.01,5.18,35.77,82.01,61.97,58.99,23.47,63.77,0.62,73.81,16.22,31.53,27.83,0.17243,0.022659,0.089015,0.1611,0.3629,,35.1638,29.8432,133.0,5.09901951359,,,340638.4475 && 340637.751 && 340636.8795 && 340636.1825,3832731.055 && 3832731.285 && 3832731.58 && 3832731.815,PHOTOPERIOD_SENSITIVE,Cellulosic,Malawi,Caudatum,SF-BE-r2-p2325 && SF-BE-r2-p2326 && SF-BE-r2-p2327 && SF-BE-r2-p2328,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2325 && BMS.SF-BE-r2-p2327 && PAN.SF-BE-r2-p2327 && LEF.SF-BE-r2-p2327,ANTHESIS && MATURITY
69 && 70 && 71 && 72,18,PI_569886,63,65,72,0.43,,0.37,,,,37.37,0.69,12.68,64.17,2.64,9.59,14.8,91.94,0.97,5.16,33.66,73.93,60.41,58.34,20.67,74.37,0.83,68.36,13.62,32.21,28.72,0.43525,0.025415,0.081915,0.27924,0.28932,,28.6864,37.4613,66.6666666667,3.85861230093,,,340639.9575 && 340639.2605 && 340638.3505 && 340637.654,3832735.34 && 3832735.575 && 3832735.785 && 3832736.02,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p2377 && SF-BE-r2-p2378 && SF-BE-r2-p2379 && SF-BE-r2-p2380,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2377 && BMS.SF-BE-r2-p2379 && PAN.SF-BE-r2-p2379 && LEF.SF-BE-r2-p2379,ANTHESIS && MATURITY
69 && 70 && 71 && 72,19,PI_620072,113,96,107,0.59,,0.48,,,,35.98,0.57,7.99,62.26,3.23,6.71,25.74,91.73,0.89,5.72,31.46,67.4,60.09,55.83,26.77,54.62,0.49,63.9,17.83,30.26,27.7,0.27639,0.059067,0.078419,0.13756,0.38553,,4.8951,14.9523,105.333333333,7.03957069398,,,340641.475 && 340640.7785 && 340639.885 && 340639.1885,3832739.65 && 3832739.89 && 3832740.165 && 3832740.4,PHOTOPERIOD_SENSITIVE,Cellulosic,Uganda,,SF-BE-r2-p2429 && SF-BE-r2-p2430 && SF-BE-r2-p2431 && SF-BE-r2-p2432,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2429 && BMS.SF-BE-r2-p2431 && PAN.SF-BE-r2-p2431 && LEF.SF-BE-r2-p2431,ANTHESIS && MATURITY
69 && 70 && 71 && 72,20,PI_570371,67,68,66,0.67,,0.53,,,,37.03,0.63,11.11,63.87,3.77,8.56,27.56,91.83,0.95,5.8,30.03,71.52,58.25,53.84,22.66,49.31,0.37,64.07,13.12,31.23,28.23,0.079735,0.021329,0.076278,0.21896,0.23938,,10.5706,30.1391,67.0,0.816496580928,,,340643.0215 && 340642.3245 && 340641.44 && 340640.7435,3832744.045 && 3832744.28 && 3832744.605 && 3832744.84,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p2481 && SF-BE-r2-p2482 && SF-BE-r2-p2483 && SF-BE-r2-p2484,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2481 && BMS.SF-BE-r2-p2483 && PAN.SF-BE-r2-p2483 && LEF.SF-BE-r2-p2483,ANTHESIS && MATURITY
69 && 70 && 71 && 72,22,PI_570393,53,55,54,0.92,,0.68,,,,35.43,0.7,14.76,55.06,2.35,13.23,9.99,91.41,0.99,3.09,39.47,72.76,63.96,65.3,26.44,107.62,1.44,67.26,17.82,32.34,23.3,0.58525,0.027365,0.065212,0.056053,0.18167,,3.6652,6.8237,54.0,0.816496580928,,,340646.0385 && 340645.34 && 340644.3035 && 340643.6055,3832752.615 && 3832752.845 && 3832752.775 && 3832753.01,PHOTOPERIOD_SENSITIVE,Cellulosic,Sudan,Caudatum,SF-BE-r2-p2585 && SF-BE-r2-p2586 && SF-BE-r2-p2587 && SF-BE-r2-p2588,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2585 && BMS.SF-BE-r2-p2587 && PAN.SF-BE-r2-p2587 && LEF.SF-BE-r2-p2587,ANTHESIS && MATURITY
69 && 70 && 71 && 72,23,PI_570042,67,52,58,0.70,,0.56,,,,36.2,0.7,13.4,60.62,2.39,11.17,6.82,91.08,1.03,4.08,37.08,75.5,62.51,62.13,24.12,88.95,0.99,69.21,15.91,32.12,26.66,0.68313,0.028551,0.068214,0.15039,0.28528,,41.5442,7.5786,59.0,6.16441400297,,,340647.5895 && 340646.892 && 340645.915 && 340645.2175,3832757.025 && 3832757.255 && 3832757.375 && 3832757.61,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea-caudatum,SF-BE-r2-p2637 && SF-BE-r2-p2638 && SF-BE-r2-p2639 && SF-BE-r2-p2640,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2637 && BMS.SF-BE-r2-p2639 && PAN.SF-BE-r2-p2639 && LEF.SF-BE-r2-p2639,ANTHESIS && MATURITY
69 && 70 && 71 && 72,24,PI_154846,182,109,102,0.59,,0.50,,,,33.85,0.51,7.95,58.46,2.8,7.24,27.4,91.12,0.85,5.55,33.34,68.69,61.91,57.54,29.97,50.95,0.61,65.54,20.38,28.3,25.76,0.36084,0.023254,0.064312,0.3275,0.3999,,20.81,16.2634,131.0,36.1754981537,,,340649.107 && 340648.409 && 340647.5455 && 340646.8475,3832761.335 && 3832761.565 && 3832762.035 && 3832762.27,PHOTOPERIOD_SENSITIVE,Sweet,Uganda,,SF-BE-r2-p2689 && SF-BE-r2-p2690 && SF-BE-r2-p2691 && SF-BE-r2-p2692,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2689 && BMS.SF-BE-r2-p2691 && PAN.SF-BE-r2-p2691 && LEF.SF-BE-r2-p2691,ANTHESIS && MATURITY
69 && 70 && 71 && 72,25,PI_563006,88,97,92,0.53,,0.41,,,,37.35,0.56,12.68,63.89,3.2,10.99,19.96,91.61,1.02,3.99,34.33,68.48,61.86,59.57,21.54,109.93,0.37,65.61,12.49,33.36,29.31,0.40583,0.027048,0.078778,0.25021,0.23567,,5.121,16.8982,92.3333333333,3.68178700573,,,340650.621 && 340649.923 && 340649.108 && 340648.4095,3832765.635 && 3832765.87 && 3832766.5 && 3832766.73,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r2-p2741 && SF-BE-r2-p2742 && SF-BE-r2-p2743 && SF-BE-r2-p2744,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2741 && BMS.SF-BE-r2-p2743 && PAN.SF-BE-r2-p2743 && LEF.SF-BE-r2-p2743,ANTHESIS && MATURITY
69 && 70 && 71 && 72,26,PI_329440,71,80,71,0.14,0.09,0.08,18,19,23,44.89,0.82,14.35,69.4,0.48,10.81,3.3,90.71,1.04,4.48,33.44,78.52,60.2,57.91,16.78,25.36,0.62,67.88,10.1,40.41,26.41,0.80167,0.044943,0.068991,0.1975,0.28081,,36.0325,1.2262,74.0,4.24264068712,20.0,2.16024689947,340652.1645 && 340651.467 && 340650.6225 && 340649.9245,3832770.02 && 3832770.255 && 3832770.82 && 3832771.055,PHOTOPERIOD_INSENSITIVE,Sweet,Ethiopia,,SF-BE-r2-p2793 && SF-BE-r2-p2794 && SF-BE-r2-p2795 && SF-BE-r2-p2796,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2793 && BMS.SF-BE-r2-p2795 && PAN.SF-BE-r2-p2795 && LEF.SF-BE-r2-p2795,ANTHESIS && MATURITY
69 && 70 && 71 && 72,27,PI_329541,70,59,68,0.34,,0.28,,,,37.86,0.73,13.35,62.88,1.56,11.06,5.43,91.13,1.03,4.58,37.24,78.3,62.41,62.39,21.71,74.97,0.96,71.67,14.5,33.28,27.16,0.015548,0.022771,0.077483,0.35541,0.29672,,22.2059,1.4879,65.6666666667,4.7842333648,,,340653.685 && 340652.987 && 340652.066 && 340651.368,3832774.34 && 3832774.575 && 3832774.94 && 3832775.175,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2845 && SF-BE-r2-p2846 && SF-BE-r2-p2847 && SF-BE-r2-p2848,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2845 && BMS.SF-BE-r2-p2847 && PAN.SF-BE-r2-p2847 && LEF.SF-BE-r2-p2847,ANTHESIS && MATURITY
69 && 70 && 71 && 72,28,PI_154750,150,122,138,0.83,,0.70,,,,33.34,0.59,10.1,58.35,2.83,8.67,33.46,91.54,0.87,5.68,33.41,66.95,60.94,58.13,28.9,61.78,0.57,63.89,18.12,27.66,25.68,0.57692,0.035368,0.071079,0.2876,0.37259,,6.3193,4.8765,136.666666667,11.4697670227,,,340655.185 && 340654.487 && 340653.521 && 340652.8235,3832778.6 && 3832778.84 && 3832779.095 && 3832779.33,PHOTOPERIOD_SENSITIVE,Cellulosic,Uganda,,SF-BE-r2-p2897 && SF-BE-r2-p2898 && SF-BE-r2-p2899 && SF-BE-r2-p2900,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2897 && BMS.SF-BE-r2-p2899 && PAN.SF-BE-r2-p2899 && LEF.SF-BE-r2-p2899,ANTHESIS && MATURITY
69 && 70 && 71 && 72,29,PI_330181,187,178,184,0.98,,0.85,,,,37.38,0.52,8.22,64.46,2.81,6.72,24.9,92.19,0.91,5.5,30.8,67.62,59.81,55,26.1,53.57,0.36,63.64,14.9,31.88,28.57,0.17,0.024548,0.068242,0.31109,0.60211,,9.7272,30.6585,183.0,3.74165738677,,,340656.717 && 340656.021 && 340655.0225 && 340654.326,3832782.625 && 3832782.855 && 3832783.205 && 3832783.435,PHOTOPERIOD_SENSITIVE,Sweet,Ethiopia,,SF-BE-r2-p2945 && SF-BE-r2-p2946 && SF-BE-r2-p2947 && SF-BE-r2-p2948,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2945 && BMS.SF-BE-r2-p2947 && PAN.SF-BE-r2-p2947 && LEF.SF-BE-r2-p2947,ANTHESIS && MATURITY
69 && 70 && 71 && 72,30,PI_329865,112,144,119,0.70,,0.55,,,,34.86,0.57,7.73,60.82,4.04,7.49,18.55,93.34,0.89,5.3,31.44,68.72,60.47,57.42,32.42,66.52,0.88,59.91,18.35,29.56,28.35,0.30505,0.068781,0.07099,0.38383,0.37342,,29.4075,35.3245,125.0,13.7355985187,,,340658.238 && 340657.542 && 340656.562 && 340655.8665,3832786.95 && 3832787.185 && 3832787.605 && 3832787.835,PHOTOPERIOD_SENSITIVE,Cellulosic,Ethiopia,,SF-BE-r2-p2977 && SF-BE-r2-p2978 && SF-BE-r2-p2979 && SF-BE-r2-p2980,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p2977 && BMS.SF-BE-r2-p2979 && PAN.SF-BE-r2-p2979 && LEF.SF-BE-r2-p2979,ANTHESIS && MATURITY
69 && 70 && 71 && 72,31,PI_569421,87,84,88,0.49,,0.39,,,,40.04,0.68,13.07,65.91,2.4,10.18,9.44,91.56,1.08,4.33,34.74,80.32,60.7,58.42,19.15,83.72,0.58,70.59,11.15,35.71,28.18,0.43355,,0.092664,0.30079,0.22647,,46.2033,29.6806,86.3333333333,1.6996731712,,,340659.7555 && 340659.0605 && 340658.053 && 340657.358,3832791.27 && 3832791.505 && 3832791.865 && 3832792.1,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r2-p3009 && SF-BE-r2-p3010 && SF-BE-r2-p3011 && SF-BE-r2-p3012,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p3009 && BMS.SF-BE-r2-p3011 && PAN.SF-BE-r2-p3011 && LEF.SF-BE-r2-p3011,ANTHESIS && MATURITY
69 && 70 && 71 && 72,32,PI_156203,118,109,113,0.78,,0.65,,,,49.44,0.92,15.82,70.45,-0.64,12.61,-30.77,90.44,1.18,4.33,36.79,83.89,61.51,62.9,16.81,94.93,0.72,71.16,5.99,45.11,25.99,0.20642,,0.030849,0.17296,0.41883,,2.7275,23.4396,113.333333333,3.68178700573,,,340661.2875 && 340660.593 && 340659.5535 && 340658.8585,3832795.635 && 3832795.87 && 3832796.155 && 3832796.39,PHOTOPERIOD_SENSITIVE,Cellulosic,Malawi,Caudatum-bicolor,SF-BE-r2-p3041 && SF-BE-r2-p3042 && SF-BE-r2-p3043 && SF-BE-r2-p3044,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p3041 && BMS.SF-BE-r2-p3043 && PAN.SF-BE-r2-p3043 && LEF.SF-BE-r2-p3043,ANTHESIS && MATURITY
73 && 74 && 75 && 76,1,PI_573193,74,55,56,0.50,,0.36,,,,36.18,0.66,12.38,60.99,3.38,10.46,16.22,91.04,1.05,3.53,35.66,68.82,62.14,61.24,24.04,83.53,0.77,66.02,16.83,32.65,26.62,0.010847,,0.038041,0.05006,0.36834,,,17.8272,61.6666666667,8.73053390247,,,340611.5895 && 340610.899 && 340610.195 && 340609.505,3832662.935 && 3832663.16 && 3832663.325 && 3832663.555,PHOTOPERIOD_SENSITIVE,Cellulosic,,Caudatum,SF-BE-r2-p1557 && SF-BE-r2-p1558 && SF-BE-r2-p1559 && SF-BE-r2-p1560,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1557 && BMS.SF-BE-r2-p1559 && PAN.SF-BE-r2-p1559 && LEF.SF-BE-r2-p1559,ANTHESIS && MATURITY
73 && 74 && 75 && 76,2,PI_570076,115,118,107,0.83,,0.67,,,,40.96,0.71,12.7,67.36,1.94,9.93,18.25,91.92,1.01,5.55,31.89,76.61,59.53,55.47,17.13,58.03,0.7,70.01,10.55,35.41,27.92,0.49662,,0.081256,0.23275,0.22656,,,35.4854,113.333333333,4.64279609239,,,340613.1595 && 340612.4705 && 340611.766 && 340611.0765,3832667.4 && 3832667.635 && 3832667.805 && 3832668.035,PHOTOPERIOD_SENSITIVE,Cellulosic,,Guinea,SF-BE-r2-p1589 && SF-BE-r2-p1590 && SF-BE-r2-p1591 && SF-BE-r2-p1592,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1589 && BMS.SF-BE-r2-p1591 && PAN.SF-BE-r2-p1591 && LEF.SF-BE-r2-p1591,ANTHESIS && MATURITY
73 && 74 && 75 && 76,3,PI_562990,98,101,105,0.55,,0.46,,,,43.01,0.71,13.62,67.55,1.85,11.3,9.76,91.78,1.04,3.48,34.43,68.96,61.52,59.17,16.39,67.28,0.98,65.35,12.83,39.53,26.53,0.9999,0.027161,0.078082,0.22909,0.49613,,,50.5699,101.333333333,2.86744175568,,,340614.7015 && 340614.012 && 340613.28 && 340612.5905,3832671.79 && 3832672.02 && 3832672.115 && 3832672.345,PHOTOPERIOD_SENSITIVE,Cellulosic,Nigeria,Guinea,SF-BE-r2-p1621 && SF-BE-r2-p1622 && SF-BE-r2-p1623 && SF-BE-r2-p1624,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1621 && BMS.SF-BE-r2-p1623 && PAN.SF-BE-r2-p1623 && LEF.SF-BE-r2-p1623,ANTHESIS && MATURITY
73 && 74 && 75 && 76,4,PI_266927,202,183,194,1.48,,1.33,,,,38.97,0.68,11.28,60.85,3.69,9.81,11.62,93.45,0.93,5.54,31.29,67.68,59.18,56.74,22.32,105.26,1.23,61,14.1,33.43,25.44,0.10589,0.081335,0.084713,0.30149,0.37099,,,41.6747,193.0,7.7888809637,,,340616.0465 && 340615.352 && 340614.5795 && 340613.8845,3832675.925 && 3832676.16 && 3832676.485 && 3832676.715,PHOTOPERIOD_SENSITIVE,Cellulosic,India,,SF-BE-r2-p1653 && SF-BE-r2-p1654 && SF-BE-r2-p1655 && SF-BE-r2-p1656,,1 of 4 && 2 of 4 && 3 of 4 && 4 of 4,BIOMASS && PANICLE && LEAF,BMS. && PAN. && LEF.,SF-BE-r2-p1653 && BMS.SF-BE-r2-p1655 && PAN.SF-BE-r2-p1655 && LEF.SF-BE-r2-p1655,ANTHESIS && MATURITY
